,Roll Number,Official School Name,website,Address 1,Address 2,Address 3,Address 4,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils,Lat,Lag,Photo Reference 1,Photo Reference 2,Photo Reference 3,Photo Reference 4,Photo Reference 5,Photo Reference 6,Photo Reference 7,7,Photo Reference 9,Photo Reference 10,Photo Reference 11,Photo Reference 12,Photo Reference 13,Photo Reference 14,Photo Reference 15,Photo Reference 16,Photo Reference 17,Photo Reference 18,Photo Reference 19,Photo Reference 20
634,72480W,St. Alibe's School,http://www.stailbes.ie/,Rosanna Road,Tipperary Town,,,Tipperary,E34H596,6251905.0,officeadmin@ailbes.com,Ruaidhri Devitt,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,145,144,289,54.2659363,-8.479498699999999,CmRaAAAA-ilLiitisDOmby_NxxWwOWaXlPlA9ue_B-R-5G0rWOdpIvhpfgHC_czY6sGen_u9FUhcsRXMqrjWUtAI1dqHNsgo5ijNeSACyawPD7RJ9WHOH--X_IUI-sg_yzEe24nMEhAmUIFUESCEcl9pZ-LOG-BuGhQ-7Q989jrFna88udOwWRRWsnaEdA,CmRaAAAAv8Qq-7P4hCrGvqpuPyck5-gNn6dVOzICgnjSUSNkI8eZO0xsQXK3lqd8hbviQ4i05QX3bHMYSSC1Mq9LGA_Pd4I6HyeZ5C3A8Os5x1qppkaYRUvSCb5mslHeuFyl9BvKEhDpbQyOI29uRX5_Tylb3pubGhTybQZ7ZnwUIh3Mh_Zruy2uWLuo9g,CmRaAAAAIA21C_pcLwaJz8xXc77eCj-myNZe9fCDeBXZeJzKjb0sj6bzZkuql6NpVLkOzNbvkn-DKrh4UsEWJblqIEw6OyzOeBH7ylEqhNHY7Dz_JOb7m25E3yvg9yQA54hPsrI-EhA_3R3c50G45NLGF3T528CFGhSYvnzUPJrLE_wqFzpd41QWbCxW-A,CmRZAAAAW8aLQTPesHLY5MKB7ZwCOJ6z3nZW4tNEDqIeq6H6zixL9fLOOKXoJKQ3WTENDYgK6Ve6NtmDI9VECiyuoP-3bCJq23ieftXk5tSWtryfYrvGyc2kIhEevb8fX4SysoznEhC69x09zToTah_g-zCifSgPGhSKelculf-hSf8wU7iAHr9xPpjrpw,,,,,,,,,,,,,,,,
635,72490C,Coláiste Mhuire Co-Ed,https://cmco.scoilpac.com/,Castlemeadows,Thurles,Co Tipperary,,Tipperary,E41W678,50421734.0,colaistemhuire@gmail.com,Mr Denis Quinn,Y,Mixed,Day,Some pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,67,224,291,54.276066,-8.4876003,,,,,,,,,,,,,,,,,,,,
636,76063D,Colaiste Dun Iascaigh,http://www.colaisteduniascaigh.ie/,Cashel Road,Cahir,Co Tipperary,,Tipperary,E21NV38,527442828.0,info@colaisteduniascaigh.ie,Peter Creedon,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,297,365,662,54.2676354,-8.4684768,CmRaAAAArlCKOLP-Fj7Hh--8HQvLODwR1sB95IDExkLGbjew-MBC_ukMACo6jg5bqKstJ9gbyhe64tKDTg7Or2sgsE6r0HP8Y9-ZUmxg0UKJmavocTP46GF0bjDpSpU0DvTzA01UEhCsf42fOfIqklBfbS-eYbDrGhTzwMzNl90njvR8LQP-fb6nyLj8KQ,CmRaAAAAwviYHoxmKh2u-hdqJ8c12_oW9nKJBOAN5VcqD2sVDfbHg4JoCupve96q2MbwpzMsCGBZ_WZXRXAFl7oNzG5BdrLUPLudyuXCAOOCMt9z-I6F1Avg7kFRdWVuboI13soDEhDeStp9NY9A0CkS132-n0w3GhRM42bNahxvsM6NYs285arnqr-VzA,CmRaAAAAdtbb9iZmC_igkh2JBkB8CE3iQTNVIeoT2T1soffv71GNvEmumKKtbP7mzCtYTuFl8q7Pt0ha-FeiFQjQbjqTI9YIssBq6_X7gpQZy_IXY6rhwxSDbRp7Zp99GAKvaGKJEhDpO8mpcsYPBERoypt4pbBWGhRN_b7zDqZ-nqFYl2H-aeWWzbCg8w,CmRaAAAAOVqoqW5h0B6C1qVUM7_rL2QuVu3E4l2anV1juMAcD8LCCCdhG-CyM4aeqmVC-MfbXE0v6llTVELFmM-t2wcL4CwCQitPcw0lVU5D2-dp5vSLPf2iu7C68hbzoVWi4AsNEhAJblSJHmGYTGrOZPnOlHlJGhSABpGSrSBfhlI0oI7I4L9N29npQQ,CmRZAAAA2elIJ9VgLfodf8Dt87W6NDWTRf-9jEbmJSMbfB5VlZgG1FUgjxuM-GhBLmLt3WZ3ARgWq3rixGW6lHA-FWFArnjb3iFxG2XsL7oOih9heSMsTWVTb-QlBcAX1YjnOg_pEhDux5_3wJdmtzpK-Gfda8iOGhQy1lOctsfbxFzcfSrP4lPWR5QemQ,,,,,,,,,,,,,,,
637,76069P,Colaiste Phobáil Ros Cré,www.cpr.ie,Corville Rd,Roscrea,Co Tipperary,,Tipperary,E53V449,50523939.0,ColaistePhobal@tipperaryetb.ie,Mr. Michael O'Connor,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,284,292,576,54.2732373,-8.462926999999999,,,,,,,,,,,,,,,,,,,,
638,91497A,Cashel Community School,http://www.cashelcommunityschool.ie/,Dualla Road,Cashel,Co Tipperary,,Tipperary,E25YT50,6261167.0,jga@cashelcommunityschool.ie,MR. JOHN GALLAGHER,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,393,445,838,54.0910233,-8.515093,,,,,,,,,,,,,,,,,,,,
639,64880T,Scoil na mBraithre,http://www.dungarvancbs.com/,Dungarvan,Co Waterford,,,Waterford,X35VW31,5841185.0,admin@dungarvancbs.com,MR. DANIEL SHEEHAN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,333,333,54.1542263,-8.3739826,,,,,,,,,,,,,,,,,,,,
640,64890W,St Augustines College,http://www.staugustines.ie/,Abbeyside,Dungarvan,Co Waterford,,Waterford,X35AH76,5841140.0,principal@staugustines.ie,MISS AILBHE NI NEACHTAIN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,347,369,716,54.2856904,-8.9561724,,,,,,,,,,,,,,,,,,,,
641,64900W,Ard Scoil na nDeise,http://www.ardscoildungarvan.com/,Convent Rd,Dungarvan,Co Waterford,,Waterford,X35RR90,5841464.0,info@ardscoildungarvan.com,MS. JENNIFER O'KEEFFE,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,372,,372,54.3916334,-8.5223678,CmRaAAAAyAzkBjQw-W7k5jnaIHA5Ps4gYTfQhGK7vAnuepRBUl0o_Dp2pgsDkUNOit3tbxo5I8laFC_Jddh1ofRKJ3AlXmzjsqu8o6DCkeZII8R_0lb_Taw2iTmfiFgBw86GUtA4EhCT10xgM8KLitfcNs-HKQxWGhTFNnQmfHNAeVSt_Edbcn-E9y5Tgg,,,,,,,,,,,,,,,,,,,
642,64930I,"C.B.S. Mount Sion, Waterford",http://www.mountsioncbssecondary.ie/,Barrack Street,Waterford,,,Waterford,X91FK30,51377378.0,info@mountsioncbssecondary.ie,MR. JOHN MC ARDLE,Y,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,286,286,54.2792354,-8.4591206,CmRaAAAAXzjeDDPoHe2gGeUF3a-Jc0ap0Xvct_-7jx31qiV7OansUz2kbk3BVvXP0-zzLnED22zqy0w-gq4SK3K3vSjKX2UYRxgd3YaSFfJiVghqLAwdNNveeYLwlNX5_EtCmUSOEhAH3pOWsKstsCo6mbtH-wH0GhRCaapOJ3Y4Ys1U_LZ_-kGcJVaOUg,CmRaAAAAmuHNfKCnJtnIuqzQyOor8g69w_dbk9gdfk7mAI2o6w2m0vk0LFS94vNcWSmurk48afGmZ9HNVxdJJtCAMNnvpz9sF75CZur-dH-XvyEOoZNQMZEG4sg88VRChENVxBleEhDtGSrt3LJgV0B3YWPpaln4GhSqYqlXJ4v8iaMrfEMSRJ4fS-0Qyg,,,,,,,,,,,,,,,,,,
643,64940L,Waterpark College,http://www.waterparkcollege.com/,Park Road,Waterford,,,Waterford,X91RX65,51874445.0,info@waterparkcollege.com,MR. THOMAS BEECHER,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,159,330,489,54.0535888,-8.7648526,,,,,,,,,,,,,,,,,,,,
644,64950O,De La Salle College,http://www.delasallewaterford.com/,Newtown,Waterford,,,Waterford,X91DT68,51875294.0,admin@delasallewaterford.ie,MS. MARGARET BETTS,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,"1,114","1,114",52.5897973,-7.5656567,,,,,,,,,,,,,,,,,,,,
645,64970U,Presentation Secondary School,http://www.presentationsecondarywaterford.com/,Cannon Street,Waterford,,,Waterford,X91YW02,51376584.0,office@preswaterford.ie,MR. ADRIAN GIBBS,Y,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,394,,394,52.748946,-7.9599165,,,,,,,,,,,,,,,,,,,,
646,64971W,Our Lady of Mercy Secondary School,http://www.mercywaterford.net/,Ozanam St.,Waterford,,,Waterford,X91DW20,51373476.0,office@mersecwtd.com,MS. MARY MEADE,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,496,,496,52.3485442,-7.3993946,,,,,,,,,,,,,,,,,,,,
647,64990D,St Angela's Secondary School,http://www.ursw.ie/,Ursuline Convent,Waterford,,,Waterford,X91TK83,51876510.0,office@ursw.ie,MISS EDEL MARY CONNOLLY,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,915,,915,52.3502427,-7.399812499999999,CmRaAAAA3dchrBeZ7ZtM0-AeRuC2kZWEPNeaB76y7mttP3iTE-u6cQVWq5mvw6c7Ty6ZHydDqhG9ZA0q-y_gj5CPvspJz0Wh2YRq85EN9vVduwkglbivH7zCbJ9tFpFK7Qo8ZabYEhDM1GzRaXMJnqCYkgxUSrQvGhRr_m8nhBSyA1ZpfPNNK2ZQtJkrTg,CmRaAAAA7qP4vaQ0g8kuXbI98qrlzX6iy1AJhRD0K9SbxkkFAr4YeyqCR9rM2pzr8B37cxYXy_IrDBHFj0udsAn4oZA6MYSZoSs6EVwdgeZAcyMTnXEiJaMf26mtkDqm3zSqicXLEhDmo5zuk9shfwNDXl9MMTPSGhTbvIad7TuPSQJBBybO9UtcrFQXKQ,CmRaAAAALi82Knc7ijqqG7I94TcjAhw1UQc7VDo4M6DVbk0Qy-aPiwUb8mWY0TqbMrqbE5ZJPjdwdkaAVjD5FrMKgesqe-9deUytv_f_mnYsRqOsX3SN74dPyfcnEAvBS6cmxnR9EhA41Z-TanVJIu9pW8le4uNhGhQuCNo7Fq_Z5Izv3jqePTy7sXZatw,,,,,,,,,,,,,,,,,
648,65010R,Newtown School,http://www.newtownschool.ie/,Newtown Road,Waterford City,Co.Waterford,,Waterford,X91XR20,51860200.0,info@newtownschool.ie,MR. DAVID KEITH LEMON,N,Mixed,Mixed,No subjects taught through Irish,N,N,QUAKER,Open,201,198,399,52.45902,-7.8909,,,,,,,,,,,,,,,,,,,,
649,68078U,Gaelcholáiste Phort Láirge,http://www.gcpl.ie/,Cuirt an Easpaig,Baile Gunnair,Port Láirge,,Waterford,X91P984,51821742.0,eolas@gcpl.ie,MS. CAIT NI SHE,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,CATHOLIC,Open,63,68,131,52.3570213,-7.698482400000001,,,,,,,,,,,,,,,,,,,,
650,68141B,Ard Scoil na Mara,http://www.ardscoilnamara.ie/,Tramore,Tramore,,,Waterford,X91Y981,,principal@ardscoilnamara.ie,MR. PADRAIG CAWLEY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,557,617,"1,174",52.3503221,-7.694129599999999,CmRaAAAAhIZNJ7cV-_06UQN-0TQY8wCrdCa3ajQpWOqxAF3uKxA_8wfCLF5Tm90EGEJGU3Jl2RX9rnBSosYQAwJeD2bckCA9yDfCvsdsiHQGvZ-zQz4WdUHX9tX5jlUBQgD4axujEhCGjsG4J2bJFjxthffV3yjsGhTv0EH0kySrMtRuBYT3dSjDObRIJg,CmRaAAAA0RRNWOE1Arwx3gNIQYSh0iKhYrv1l8GcpD-KD4Did61N8CV0X8eIL7EbcRZognAK3KudGvQiZk5HxLydfmQQVFgg_4SmydFEnnRZctix0dZiBRqkdIdYihLVIqTszG4xEhCQ6bBvA-hKSVsVbs5kGiWsGhTQLLvaqmqD-CvZ1GW4cxDZhk9aRQ,CmRaAAAAMQJAZlrJaHwThOz_POlxeAhRpPZC61QoI4UfChPzf6COds6PuqOIfj5I1yit13G1zCHD0y8jxTG_AV8tJgrIxW-iHEzorQJ4hBZjkGcSe5VY9GDlJ3kLdBEl2Arq3kJGEhCaEFHYJXg4tM2kW5hXT6xBGhTN3tCXU7Tl2JlU0ZeaTF0ZrgSrgQ,CmRaAAAAIQYL-YaLEr0gxr_0OVkPTl3LPWP3llnSco6o9JHDCY4o-mRJLFQF9XoLn8GeKD6FdDgVfPjfY5R52EoLMryyjy-LKnKfP_xNvw2OB1xKZBZtqltyO82YdNtdmOKJIMOfEhCVJXeTOD7y8do4yc73bcmKGhSzbfn5a2QJKByd-0K5W40aS6m29Q,CmRaAAAAiyAPE4lhiAF8xwDjDuhcYKG6zyDVvlyzh5XtEckixbOJKpq2EXDrSfjiS2mNqi1vJgfmJbNNds7X3WI3rLquV0vrdMNrPRgwSBusav3YYYqzChzmDs--D_FGTBCnGwtzEhDF_NKZjKiwiUGUqboLitemGhRe6u3yJFUWnrAdd_72KpElDTjTtw,CmRaAAAAnyJg692oWiD0P6a9itW4gJhUxsnobtyEdkimY26lHJf5XMOlvYCFJkYffhTaT2VjcXkoEBjLaWbRoIGdDfZjngsYRm5_DaUn-AnnaGcqTEneWIMV8DB3GvuqUEk3z1bhEhDRx9WLIdRAnwo3CfrdsJcZGhTC-eMk6bHyB7fP-5FNkiXcJuBcdw,CmRaAAAA-pkKPgRdwBWvLaN5XnmeIDH3egTomPMgUjJR5G_dNuIBMIejVW8NjCJXBvzZxT5zLp29hsLmxJbuy-hkWERZ2xd7T9rqg8CPRlibymFyRzsALOYWF5NrRjWmRzvYZMxYEhCbXZyV0OQsuph1aX9CTnD0GhSRpYaXR8D7hcCxBJZS5Dw3kFBfkw,CmRaAAAABY0qnv09_PKQwI7fpnPJFQlwznqN4CbPHRIYvHq6drqtpWjB5mtQawlh9_BKsCUQd_iZXlOYEr9Z5SujWAZ2mLx_1uWtjbU81NbGwH3xzVsccoJpoFUrDP369peIFhPxEhDDdS7HMl0db5Q0wJ74ICAvGhSCScrur_GeHd67SJjYuj9jnRGhnQ,CmRaAAAAhOOmdnE1gRep-3zIKRK20QDSwWEA2U_EaLcW-34sFVpgDQzHEBUhQiiiwQpzSxEsUO2i_CB3M_dKucde-OR7W3eJBr-NAhXkmY-hWtDBZQYUbMywBQtFShLBSJljR4XSEhCdIHLiR8YnuNgDy0PZqnZDGhTkgBiqAezGaaifjwhFSMk22e3ydw,CmRaAAAA5tifaR0ff9ZYDSZJCT8CJs5DfR1uztEWvAYC9DQNm6DcCl4IKJFz52Yrxxko0npjP8TxAQtezHtJEfpZFFhiQmWTYC3CqSOQSvguPdjv5sbOa-MtylmE7ZwkiY2FGF_nEhDDrR8_W_3_T5Gt_QJ1fuiUGhS9DvDESge-38UoPO1kF4-GsmwhDw,CmRaAAAA0wcYIaLjkqwycPB22IDeegBL8jWzhqvPoRkFa-yoAclD3BD7PUqzn_MNF0z1NWkrIQosSlngAl9iX1SHZI8OPlZfqo3HXQXiL_J3FSoqlExzE6Af3QJc8H2ctDMtP_luEhAbtTnip29PdOnqsy_HzsrgGhR0aG1rnsGrGIDx4MWNlnL6h3AOpQ,CmRaAAAAoqnBWpM9gKebaAxK74LVOY3WufPU2WaT9WNBdOcICSd69HQTGrU3z4C4yzDT5cH74eMX6iL2lM5Jb3KseJ4JYi2Y1DrqqDGx3s_V8ZCbkQJaOj2wqHqY6RfaW98eTWI9EhCn7SM-fLxSoJ6nOKs13uXCGhSOtPKWvqkGOMDEkGtP3exjf2OxeA,CmRaAAAAgwvkj4_9hVJPXISa0IhsGIlANawbGkTRNxDyJGnj90cjygT1kf1BPppXJVY7I21DGEGVLLMQqWYsYv2K_WWMkudOzl1ZwK2GbtylI4toTlCksgVk8DP28dldBGPFlgFgEhD5Wh6Ak0_MeaObeHV_K7K0GhSs5HA30JlzkeFLzYzTVlHCdY8EMg,CmRaAAAARJZ-6mc7zt8uzDgs86v3maHPeJJvnqU4vZ_jsbYqDo8RZ_JwuvzrrqoSEcQVICeZdknaGYlJ-NyqTvpBvuoKkUlNQfXrRB1lL3ObhPHs88YjV141sCNE5ScejOF62VUtEhDnWlJRfbfu-Eug9bqcY1gMGhSm-M_WC5Wk2_WYMrBDNEau06ErYw,CmRaAAAANwb9wVrXxJNcDPJb93uUlERjZIfsCwncM08v6aMDo7fozAqZxt9bYOy8UWo--CsvLxsDcTLnoW9KBs9o7o5jojhgA7yyHlLp51yQeOaT_ngsfgYm2HeXA3G-5eD3QAwIEhACfN6YlmE1GZ1GIyMDT4Y5GhSrtG1BEx5OLkO2lhXzc8ILS21tLA,CmRaAAAA2NsdSrvlxRP2auF9ComR3VkcFbCUGLnNNUx2zGUYlwZEgB4_94ktLBJoDaFmEawfUpYgBStvWFjq3QwTNjcw6JzxMHPDLl1G-sCYyYbpfLhN72yxAOQ6OhjGR_H8XBNiEhCQniftrL2MCSulUjFuu6gBGhRTZEZwp6cTHOLPVjI-u5PYH4KjDA,CmRaAAAApKWTSHx0HmgwPk5xeq-XqgayZ2faZntF2cXFY1aU9B8z0MvQ_YyTOMpRXWbkJtqsx7m-zuMqWMlBseqQsSGCeCHnmzdxnj_NIj9v4mQ75LuFHYxIZP0FCJmp6IIN7fHAEhCPxe-S5_qXcB07GCPZSa8jGhTmdlwM2kiDPdRsYWrm2Ss6H19pyQ,CmRaAAAA_8RIGEZ7ptxGk4HByP4lVgTHV8BRr_e5C_JRtm-DG3XR9qf5LQsaazBIgxLwvaL_86fyLTmuNlrmj47JYoei7h8WQ9CUDuhLrVAVSLRh3BaHLl0vv8dDRoGEZNeN7WJ0EhDc5EQGwPIyBwoFDAel4h1aGhSpHgh5fgj4UKxXni-Cp0HnJoe2Vg,,
651,72220T,Coláiste Chathail Naofa,http://www.ccndungarvan.com/,Youghal Rd,Dungarvan,,,Waterford,X35PV34,5841184.0,ccn@wwetb.ie,Danny Cunningham,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,66,90,156,52.3487616,-7.717251699999999,CmRaAAAAXoAep_6YQhiIxxZ4qPLcWwS4nVSgS7Vd9TKASmF9gfYER9VWkCg7PDMm7QfGFWydEr7LJuU3rMaEB3OgjERT4xSIUU5_h68I34iS7Oy03YdLhCe9RCMn8yL6BWkI0j8NEhDpHiXK4KUQ86V35Lr1bNQOGhRd6xxluZqD7CG_2Z4IFYEG2lPoUQ,CmRZAAAA158aqHbRO0G6OJ12Z2BpBH-4Vl3OyD7t2PUpuzlv2O3zRcsmyIRvN8h24Q2CFS4OVhOi26D7sufjGnIL0v24WAYkzn8b9NaIUblhoQtQLmcEk-XVYqegRAolOUxCOf_9EhDZ1bsZYoOZkL7VSS4VSTyuGhRosbTxJUibS65GP4fnxZSuMAdJew,CmRaAAAAn00BQgw0sO0ZBHlEfJ8q3GGdAuan1PjYVNBsfBraenCT_XiPn3bgYo0oRDKZlMdSqNXZ2I5K9NEEMtwSBZXiJIgmun4wKK1K0UM20PsaLyKUWIrWzraUQ4Ecc4YJiKsMEhBu1giSqpw2rFL8NESi4JlmGhTDIdbjPUBd0bpQhkMVGIBojjRe8g,,,,,,,,,,,,,,,,,
652,72230W,St Declan's Community College,http://www.stdeclans.com/,Kilmacthomas,Co Waterford,,,Waterford,X42W702,51294100.0,stdeclanscc@Wwetb.ie,Gráinne Walsh,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,321,342,663,52.4667606,-7.696409,CmRaAAAAORtwtciCncxmVtt4b78_4cavhn76cs5XjsZQwGfTM2gFKZmFYYN3pTNHRIl4GRaO8LC1mjXEgzaod3UjR7VJsJ5_oVXoOYGyuQqSrbPy2K92CFvXjRcRW9H_7cH2vjsEEhCVFrUPQBvX7mNMi7nDmzy2GhSFWlnq0puan0IaEx9yVFwViaNkQg,,,,,,,,,,,,,,,,,,,
653,72241E,St Paul's Community College,http://www.stpaulswaterford.ie/,Browne's Road,Waterford City,,,Waterford,X91TX24,51355816.0,info@stpaulswaterford.ie,Noreen Reilly,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,118,357,475,52.8665478,-8.193019399999999,,,,,,,,,,,,,,,,,,,,
654,76066J,Meánscoil San Nioclás,http://www.meanscoil.com/,Rinn O gCuanach,Co. Phort Láirge,,,Waterford,X35TD91,5846464.0,runai@meanscoil.com,Seamus Ó Cadhain,Y,Mixed,Day,All pupils taught all subjects through Irish,Y,N,INTER DENOMINATIONAL,Open,83,60,143,52.8650613,-8.2017081,CmRaAAAAFdDqVCgZhWT2dAbciSMDqIOpQzwfPjngtJ_8Pu3Rpepbx2u1Eh9DxP2_m6IpqWNfscbgZVSkTGZ07VwCIopS8fliVz6bTyCBCTAK6qkDx25YYNpEARYjPPCLX8gfJERUEhCcqEyGSzQdP8im3tZKPMwPGhSFSoQLdBOLBdjQ-OxshAgHKiS0Yw,CmRaAAAA5njuDpQouWvdzaePSVK1nWQ-gyJPX-0jLNXg3YGwa2-w7wkqd3N8RTiA16XFNpXkFyOj6yZyU-ZaBTM-6Kz2QkR1Z0bzhIorQ6VX05Ud32wh0YMSlZo_GD8QZ2V1AVWTEhC3VlcbGncv4x1afd215c44GhTGlffA3dLGyGk829iCogbBmpSZmw,CmRaAAAAiP1mM83y9_FCoi_6yzS5rlDQLFbC4mqYPVXrrK0pwQ3EeF36r50r5k-94x2ZDwbkEEkPz8zJAbvvvM2AeCKsowsoNAqpQ1eM-Yhs5TDqyGYQ8IYbWcEMhx-mhU5I3487EhDuYGe8AVcI370J0a-gE5siGhQx_HOyYVoZrD3NDUBMSgFhfRZSsw,,,,,,,,,,,,,,,,,
655,91509E,BLACKWATER COMMUNITY SCHOOL,http://www.blackwatercs.com/,Ballyanchor Road,Lismore,Co Waterford,,Waterford,P51N472,5853620.0,bcsmainoffice@eircom.net,MR. DENIS RING,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,385,383,768,52.7102172,-8.4187938,CmRaAAAArwnMOBf9X4h7aDvheKL1V5PjU50Ot34cQaj2EEKYCzAeFBJ56I8we0MeW7ZkjG8im7CmCimCZcw46spkmwMmJCjKKpOL_E8STIIBH0ff6dX_RQu9ELMhbNJ9svg6O0lOEhAjryAvr00KMghyYTGW5cETGhRGUrPRv8HkdSjujDztgPgyEq7AMA,CmRaAAAApxjkp3tjmm_HVX7Qe3-5oqu2oSY4Pgu0NPcMA1BHMTU-_7TwtovXMbizbYjy49z8W0iApBxOaboXio_o-rD3XZ7CAkwIWSHOrPc9H1PtgaI5Qo9rSPoGGEWEnLJ0--UwEhAGKc_Dlt5x2-M9aPhfaOx9GhRlIYTU3JHPxOSLtHzlNwNrU9In5A,CmRaAAAAVC9YzisTClgQ0HpTXdb7ksrS9QQT_OOHuRP8LPEmimwy5Fw-7Y80bTaighSxOVsjMV_0AptEzzataSKQ9X0I5Ogvb8am-tZ1L7NVpgcYhAMJ8oZ-ZrCxkUy_ozQb1F3CEhDQpn4LQxMuZRy5Jy_lwRZ0GhSon4HPw7rKcrEQOPtuOZTiDF6BUQ,CmRaAAAA6oE-azGjfteTktxl2b-5sVrdePl5uui1Jvtxjd8KpGaSicDUqipQZDkVNqrt9RkXzAOG_M1ZQD1kg7uEiQqd9kPD8ybJoHDoMuatLPLTdDwZbaJbqU5n4qmEHgdiFlJBEhDJb4Ai2hiO0aMKZZtTchVcGhQGrNqrqul_pfk_iRnXAiUdDYyFrw,CmRaAAAAMdho1v-RwHYp6-8OyO86hf3GfpLYKcPhjlZFkgwtvxwS8ESSsfhgtFvga6fulw5z5fDfTgN5ygH4paj83bNTRzaA-TCo8ClHXbx2vBJWU-btO76IxeiksYbkL8kGYFiSEhDFSRTnOjrYzz-wEOG1YQQJGhS2qXMZ1p_kp2STfTW1Cm6Wl1CjyQ,CmRaAAAAApS0YDwyCtE_5G47LClPP6YZalF9kBNPXXgeUQrGSI71SYiBXCXTz2wkcWT9EXyNp9EkHWpWbUFWyAk1rQoFTB_TBfENYi9nY3ao_YmYyiw3GZrSqV6x8EPcPmYgYk0rEhB6TB1IlXZkCfPysSm4xgTCGhRzQ95CTUdc-hA8st1YMkMsjCLjgg,CmRaAAAAPRIKo_XDuD9Svv3ZcZjg_GtnFGINcHComLmm2Uk7TNIajVf2xwC3HurOqK02mMg-lErnlDUDTydw_rgF-sEfKO9gOTUg5yfBZ1RMS0t5nDYxkF2NQ_cTPrlHxsiGlbtFEhBhTVw_ceLhHsIZTXp7FpdLGhRZzc4c71D7_Ry0kRTBtEbsHWj40g,CmRaAAAAoUA4gmiV2sPChFrqJjp8vhbtgy27R1ukG_Hu80Fq0_Lsh2FhdvOGD2NJ4R46kim6FB9UcOc8-Ll2h2E-ucpn59GmjV_OIa6KuRxqvuNeTwD9EKhbKbfQA6JqFKsMFU1_EhD5_y1d9Y6vIdSGMCVtsPrMGhTRHnM4wdwBjJKWGsFl852tUEcLHA,CmRaAAAAUChYEaAxuq_7OSJYgk9JmZ2Ju5iZH9F3ulEAVxlG8ur57Y7yswpyl5h447NaoopZ82qUmN--D98Q9ZNB2b1_m8gavin39HixzHcaMk5-qvocqEFGOPFH3mXJ9joagxTnEhBmJI7_4y0Jk2Fp-QqQwCQZGhSEcoLLePKbl15Wwc_45tqIJSc1lQ,CmRaAAAAquFTLQZoJ2XvOzv3KrEjDrwWUi_guTi4QG3DLtL5nkTeJGRe9MUJP-um0GR4t6qhzBqtsOw-8t-gWD5aS7RrUuBYBO7j8Ss9KjMWcnwvPGupR2OYrKfmtvNQKWa77P_AEhDRO4WTrIGgO5XGye4lytcVGhSl2kbZuR15t67B72A6yOn-Yze2_g,,,,,,,,,,
