,Roll Number,Official School Name,website,Address 1,Address 2,Address 3,Address 4,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils,Photo Reference 1,Photo Reference 2,Photo Reference 3,Photo Reference 4,Photo Reference 5,Photo Reference 6,Photo Reference 7,7,Photo Reference 9,Photo Reference 10,Photo Reference 11,Photo Reference 12,Photo Reference 13,Photo Reference 14,Photo Reference 15,Photo Reference 16,Photo Reference 17,Photo Reference 18,Photo Reference 19,Photo Reference 20
553,71991T,Coláiste Pobail Rath Cairn,www.cprathcairn.ie ,Ráth Cairn,Athboy,Co Meath,,Meath,C15FK26,469432722.0,cprc@lmetb.ie,Macdara O' Duíllearga,N,Mixed,Day,All pupils taught all subjects through Irish,Y,N,INTER DENOMINATIONAL,Open,53,67,120,CmRaAAAAyNlOYzEO1y4p9bP5CAellreq41XEQPBUQwg9N0ad3E8ESULnzGtbSf3UVO1RQM3Tk6dr74NZH2L7bf6Pg8VyBdwaJYNN_sk7NmkDcSHvZTGvLLjgWrc981PU4sH8yD1SEhAR27FnFeALoRGdyKDqqHcLGhTg0VadpsFasMCUNBRsls5LP-Csnw,CmRaAAAApaG7I3z7kbdFSmCHhcza5bIWs9FM1uC4geCY-MUocLHBtI_20EOZ4hIzKDX6Jb3k2lRC8-1YFC-FXicxsMUYo8ebMsrBoZY1gPKiGeYyD_dQXPbhzOr1z4LjUWVThGjREhBMuMh4m5zcixC7AAGacNgzGhQr-ERZWx2JcUZccmmTgoxfJ7A97Q,CmRaAAAA-BIyZs0lEaYmpYxFYKs8GlZLKyr048-Q0kRu5ynrJx0QSf5U0mBeIGA8WvEyoolJKLP-2SnyiVylPJ867zSfyYEiv6JTX22pANT8U5lr7t8FiFY2PZHcrc4OFudCOH3wEhDaCWK--kzU8sJEVRx1vRe6GhT0ADTA4CuFQgiY9_KCKAO8GFkb4Q,CmRaAAAAD-7AX5E2vTjFuJtTCrq403GpfdS1f56h3T9z9so8c-fN6CkirDId0aBUjp9nfxMAtOKLVhaFV8xPpBjzIsAeZuAciKJsSm-Pf-PUMrzcqIWm3yKXpsk8dY7NzrirFAJXEhC6rzs2vuS-DqhgezMrREyHGhSwod9r_EgUlSBsxq92P016fSTznA,CmRaAAAAavLe2DoqeBkDZrs2TRpl5XCti2EDvDTLicN64WRXTONW1JthItp5NL3052RThABXMz2GPzukm51JtXRssqmpjFgDR6h1tG_v04grNBaH9OEo_zL7F1bAwh9YqlhVEszFEhAXcN8HFQTZNH4kaqy_50wlGhTKKW5O3pzBHhWb1PRn_3L49HcJkw,CmRaAAAAH8A9flVqTb02PNCSIRPPS4o3xYSMItIUeSnKtCSkucAPNMCWBJNVgsZM0bFE1s_l2Ic40RxWgbv-n9-_T38xzUl8EaV6QcJJaCROK7sLiniYWBJMUFpiwwOQPsf5vBGUEhAyzka-r3Azw-rVGffIlmB4GhS3aUJToZR2TKkIXkKGCc7zQmoFHg,,,,,,,,,,,,,,
554,72010I,Beaufort College,www.beaufortcollege.ie ,Trim Rd,Navan,Co Meath,,Meath,C15PY53,469029550.0,beaufortcollege@lmetb.ie,Angela Crowcock,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,118,340,458,,,,,,,,,,,,,,,,,,,,
555,76088T,Ratoath College,www.ratoathcollege.ie ,Jamestown,Ratoath,Co. Meath,,Meath,A85TW84,18254102.0,ratoathcollege@lmetb.ie,Oonagh Prendergast,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,483,576,"1,059",,,,,,,,,,,,,,,,,,,,
556,76103M,Colaiste na hInse,www.colaistenahinse.ie ,Bettystown,Co Meath,,,Meath,A92NY30,419813335.0,amccarrick.cni@lmetb.ie,Annemarie McCarrick,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,459,549,"1,008",,,,,,,,,,,,,,,,,,,,
557,76173K,"Colaiste na Mí, Navan, Co. Meath",www.colaistenami.ie ,Navan,Navan,,,Meath,C15T028,,colaistenami@lmetb.ie,Patrick Carr (Acting),N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,198,424,622,,,,,,,,,,,,,,,,,,,,
558,76196W,DE LACY COLLEGE,www.colaistedelacy.ie ,Ashbourne,Ashbourne,,,Meath,A84VF79,,colaistedelacy@lmetb.ie,Janice Corrigan,N,Mixed,,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,165,125,290,CmRaAAAAEqwoEQLafH2jxLS4nxUSPTiKIFhBRlAZLD81deNOT46ASDbTYY4R7qaxJAa3ASi_3QThqQbU_97OftlZ0lC7EJPeN13-rdT2lXyxW-g4OBa8Aj00wqGa_QXUQhYDIPzOEhC4F49DvNNckSEtvjCTmEnSGhTP82eYLAUzlUIutyH49etR_NOc6g,CmRaAAAApSEubXoGueNYayI0bc3cNZ2FPfaanKVQpuKKXPNJfejUHU84Fa_UP8AC3zFTOMpXDYZ3Xaae_D9rkJxBMdBHK14yCp7g9J7QLBvkOyLC8zjK8JOMaI_pYS8JfBYuTiMoEhBdh_kAdlYW2NvSyyEYn8F3GhRiMJRJGui3U_PmoiKwD9040iBbbQ,CmRaAAAA7ovQRpST7i6hYoZWXf2HFYLN3YqN3LPCGysSWJokdN1QPEDS9kAwqMrto4JjkclIVi7q6B8bwIsLHl2jTFLvXTU6ZwxGp6WyeMb2APWJW_jgA5fMxemER-5Ke5-vdNtEEhAM10cm06ZLPVEq5IMhd-V-GhTCVM2iaJgCtBkLEbhABjuy6pjySw,CmRaAAAAmgKjpJb07i4uwyR3sHaGcp-VNxAXMWPcPr4ZDjMbQaZoqKhE_x5UHW5XAqyIxfTz7XG2AFhAVy4R3Co-RFilL-U5i-di9IGbImvdesHSlDcGPcpt2clz4PhWpN2Cb4CeEhDb2EOcSomHLHNhRQDlHGicGhTtmX24J0X3ZTY-g8HS7HqIT2gReg,CmRaAAAAfj3lSHWs6cOq1SME95K0PVcY8u8arOvU0Y1oT_vt-ozXWdxqm4viU2MQ-IUgm0BY9eJjhGzviCVSRlIMbTAYVbEmPjuf3gGH9Rm_j_LBzXougNnD1F4c3Ag0lErFGPOhEhAxviai4CFWZA5tNADh9uPBGhT6YGuXXLop3ECTQ6g-n8tiN7nyYg,CmRaAAAA-f_d_sxYcytPd9EiaOEmj9H0ulb8-IXiT4yvJSGUPEveorXCflVfTeSdQdGK46hALzQRSDbI1wMCLiwMhqwzLOIH6oGAa47bO_NR3HSOnC31IsM6jZPKLK7LqNiClKM2EhDJVYPT03sNG1hlNnsHCCSFGhRyCobieWy-YkoiMv6dqvRc-ky73Q,CmRaAAAA2Q5E4S6afVK2KAxpExZM-2zQorcA3WmMU_zSBsaNIdsZPMxECOCep2E8irndwjOKAYc-dMb-39VIky_rlvbt5jdR4ptMQvBFPGy08IAif4wSJ1PV6WfG9ty1LrVFmWI1EhCZBfpz14bT7tTg42_7bM1yGhSy_4IvwjeNkJKT6kv2LcmbOwI-fw,CmRaAAAAkPIH4A2JmlnIF9jRY_hVffx7Qfdf1vl1TjGZg5v5Yy3vF3VvGLjMq1YIFD__Ml2flIia32OgyN8jT9nIQGBt1L-VMQQUSB37oVe6HJpb_BSf6IhejXsCDK-2ch8sgkorEhCcB6rt7uEGupt94Z68m3ndGhTlg4JsnSOUpoJcqRj6x-BbnpHUSg,CmRaAAAAx6iY2I69k_dEOcMVHVx0DevYVh7tO0L2h0mwRuTMV07aF3uUGl_Ah1XIt5LlNi3QBlIF6rmswJzbfYppBcWh7yeERGYPhKN6vA9Mzxs1sC5bDjyK7kANT4akuVUEZQEKEhBxkj4d9WnW75gM1gRiA9sxGhRvWYE1xYrENRU6KWE2K-WwtQo7sA,CmRaAAAAphGv2KAyMmjimQsER7WLWZFdcc93hw61k9ACHrXHYoWVHA6wCgWR-SZXf3qKKoVslHJuTZ6yHVsf_t4IYvjrokuas8yRUGk2i1ifgRIjoQh6LCPmG_wuMHcTpY3kd4mJEhD0VHHhTNB1ZMpIaJV3ppIJGhRO-qk17vv3mcje2cU6r0yEJfvDHA,,,,,,,,,,
559,91456J,St Ciaran's Community School,www.stciaranscs.ie ,Navan Rd,Kells,Co Meath,,Meath,A82N677,469241551.0,office@stciaranscs.ie,MR. F LAFFERTY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,124,497,621,,,,,,,,,,,,,,,,,,,,
560,91495T,Ashbourne Community School,www.ashcom.ie ,Deerpark,Ashbourne,Co Meath,,Meath,A84T925,18353066.0,admin@ashcom.ie,MS. AINE O'SULLIVAN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,462,571,"1,033",,,,,,,,,,,,,,,,,,,,
561,91508C,Boyne Community School,www.boynecs.ie ,Trim,Co. Meath,,,Meath,C15RK79,469481654.0,info@boynecs.ie,MS. ELIZABETH CAHILL,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,142,608,750,,,,,,,,,,,,,,,,,,,,
562,91517D,ATHBOY COMMUNITY SCHOOL,www.athboycs.ie/ ,ATHBOY,CO MEATH,,,Meath,C15DK16,469487894.0,athboycs@eircom.net,UAS. ANTANE DUINNSHLEIBHE,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,227,332,559,CmRaAAAA1DoPSc8FJwSldbKv9LCaxtm3wyo-ReThNOW1qncpCqRDEb3ZLD3y-4cLXt532axfZPEicmQGPMFqp-Ug43D72VtIidKJt0M2LTyoymJ1IEMK9poPgliLUQ-dvqVLy0vmEhBO3RJI4tnPMkBTFiwfmL_aGhRwiBwYAsYKHTQlf_aft4KHVSi3SQ,,,,,,,,,,,,,,,,,,,
563,64750G,Patrician High School,www.patricianhighschool.ie ,Carrickmacross,Co. Monaghan,,,Monaghan,A81X256,429661525.0,admin@patricianhighschool.ie,MR. PATRICK DUFFY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,536,536,,,,,,,,,,,,,,,,,,,,
564,64760J,St Louis Secondary School,www.stlouiscmx.com ,Carrickmacross,Co. Monaghan,,,Monaghan,A81HF78,429661587.0,stlouiscmx@eircom.net,MS. KAREN PATTON,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,573,,573,,,,,,,,,,,,,,,,,,,,
565,64770M,Our Lady's Secondary School,www.olss.ie ,Castleblayney,Co. Monaghan,,,Monaghan,A75NA43,429740351.0,office@olss.ie,MR. EDDIE KELLY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,369,346,715,,,,,,,,,,,,,,,,,,,,
566,64810V,St. Macartan's College,www.stmacartanscollege.ie ,Monaghan,Co. Monaghan,,,Monaghan,H18X704,4781642.0,admin@stmacartanscollege.ie,MR. RAYMOND MC HUGH,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,609,609,,,,,,,,,,,,,,,,,,,,
567,64820B,St. Louis Secondary School,www.stlouismonaghan.com ,Monaghan,Co. Monaghan,,,Monaghan,H18A079,4781422.0,saintlouis@eircom.net,MISS VERONICA O'BRIEN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,541,,541,,,,,,,,,,,,,,,,,,,,
568,64830E,Monaghan Collegiate School,www.monaghancollegiateschool.ie ,Corlatt,Monaghan,Co Monaghan,,Monaghan,H18X027,4782060.0,mcsprincipal@monaghancollegiateschool.ie,MR. JOHNSTON TREVOR REID,N,Mixed,Day,No subjects taught through Irish,N,Y,CHURCH OF IRELAND,Open,122,144,266,,,,,,,,,,,,,,,,,,,,
569,72170H,Ballybay Community College,,Ballybay,Co Monaghan,,,Monaghan,A75V882,429741093.0,moyalynch@ballybaycc.ie,Moyah Lynch,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,151,176,327,,,,,,,,,,,,,,,,,,,,
570,72171J,Largy College,www.largy.ie ,Analore Rd,Clones,Co Monaghan,,Monaghan,H23FP82,4751132.0,info@largy.ie,Ms S.Magennis,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,195,178,373,CmRaAAAApNJlGLMYtMA7uASW3Qt_3nb333e42j8_LHJtsxBcq2W6Z554q1s3ZfUS78O8wIEcSI0lE9XFPqib_-0Rr8bt40naYDsz4IdK-VauDX57lzQvovdt9fC_IEQrNpoGqXXhEhDhz3HemTD2KumVvQBDBheoGhREoBtM2bpgKnnBl2L1Dg09cH9Y7g,CmRaAAAAUdYM738RtqoA7zqJUSd8mgfVLHdaO18op-oHX4MbesacnysVhYffpv4KD-1SjZ22kxIoMcVTEGPGfsnQBJpM8O3T-_ljlzTp44zWb72hjdhatVjJpP7FnwWHjiBgcpemEhDhiXc25Wb1rMbHrG2EefYeGhTg6bgXpn_MD-VhMgc1iXWIW7e92g,CmRaAAAAFwhdwo9RUzbP3_g9XlLsLWpveN8NldIwNgWoYWNBn_8QSTbkXPcCzXbUg57HjMxbr9MRztsSg_-72TA4SxGlEAbYQsk0kbUEshTggkbhGoXT6-Dro7LxZhSW-USoNFUHEhC-gOANY6efO7FjEkeAOtQVGhTUEUBld_n-fQnJscHcGT6SsvJ_6g,CmRaAAAAfyuf1QKYjZ8DTXDoSSIqFCmYDDYQ5JkKFCkV8REZjbqTiWimXHMkv80wSwWg5Dh3snAdLybbOnfq7Z66zFkaPcA0rIajiyY8gBCaZY3aJR7er29c4cenH0AQ13rCWyy9EhCwDbURoTqurWmtI2d-XPs5GhTzphXY6qziFeb69_YVQthaIS8dbw,CmRaAAAAlDoqH3azEOCzi1-ZdU6IMXVxjXQdHg2BSc4KU2XwcI7tnBKQghVPx2x5tjkaFD2rdkUJAgdRag0-V5JV19riaBB00sCD3NZzHSlanJ9jci7kSi9SBdcKI3pCuo8_AUmUEhBJYyrwmlnHtX3BAuKvyYguGhT8y85a3e2YtDuIoql_9Lzy8Ov8vQ,CmRaAAAAcfSz3FWKWcNRyh-6Yf16Fg-7pGATcduVt5KKlUcbNj1VYgUzmldUMaE-cCJe-EsTigr-spq6g57VQNk_8ZWeWdG0hiah1QEPCv90Q1PYDbblm9TXpbeGhPY6JP4YimddEhD-HH6HqxEaE4NlhirMNfUXGhTzLkzkIlCeRx6v6tjUyUtQ47aPlw,CmRaAAAA0J3IDxEZuCotX7p_aJWYIAHiVzGhTsN7kF3jkz_5dF5hBpL0G3Gvsc3MonJ8WUOn0VQuuf-ccJhOmR9_dLbjsBGdy4t2wwgEIGZHbB2Ra_wLm0KAC3xTfenuriBR41NoEhDjpa74WKF6MiUaFX7lm8IeGhTkldpcCmxoTNxOwBkuGBxAw89DGg,CmRaAAAAwZSeiqdQiFQk8K20DDalGsTMrzRsinz7kWIYTQSPx772APrjvQAZhMWXUCExQwwanrR-3v_nTOK-dqLgbSDdmuHBEq4dOG-bheBF29YOVlCZ_OAxPgrvg87u7dJwdTgVEhBUc8p5f3G8xiPKelyNEyP4GhQIUeFtmOVTBEQcb3RtOzcwaDjb0Q,,,,,,,,,,,,
571,72180K,Inver College,www.invercollege.ie ,Carrickmacross,Co Monaghan,,,Monaghan,A81V342,429661282.0,info@invercollege.ie,Mr Thomas Sharkey,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,126,167,293,,,,,,,,,,,,,,,,,,,,
572,72190N,Castleblayney College,http://castleblayneycollege.ie/,Dublin Road,Castleblayney,Co Monaghan,,Monaghan,A75NP76,429740066.0,info@cblayneycollege.com,Mr. Niall McVeigh,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,118,136,254,CmRaAAAA0nwaTHPDN7UMDDW2IYRDCBRCuXIb52j2CFaRPN1gx0_NYaoDkPOay2tJpnKeoILsrx8O3W0H1N03Wa_V9dobzXdD_r0LSAPCwGHi_gKF-oTQVoLCdsTubS6lvEpSI3QlEhDBVEfbYvxcv4DfvK4fUWygGhQn29I_GPZ6LjEQPhiqJMdueE_xDg,CmRaAAAAZM_WfwiqRdcZDPMYIq_fKHuQCippQAFiVscvqo5-4LwmqbDuXY0x-eMMIc0RkBhrXJHH61XEhjDSYFvrL5fXxfLdPfZFMYNw099AhcOvQnBtxsjFhjbXM_MWT8zTh9b_EhDjgUbKEUtnH024C_MBQph6GhR1ympx-xzD5lvpCR84iWNDk8CR8g,CmRaAAAAeBnjJo-TXfthDRZYfAeOcKzPkFSW2FZ4R8JWRgTzk2uAvyK_3bQmH_rBWwtiPUdKy7fRAoMDn0WJHGJH35KveBl4AHk_7jlR1J-nvEwacV0Oie5yshEAVWOHpYpM9MMyEhAv0axHhbXXeaLBBXhX85taGhSEb87KuukrnD2FxTiodnLScu5EOw,CmRaAAAAIS0KqgVyOKbgPT-leJVuZwr6TFYiaBjw6zjys8kIJ6jeWEKgoFmhTd4G9lRl8Qj69SlEHnF5MCKZMP1q94Nd3lMUbOVua6NaI8m7MxoqlWu7_phfrd-lVqVnitlvHMl9EhCTRj-2Fgud15g9l-hIKfoxGhSv1icMkMFQTZWT0FAMBP81HQL_SA,,,,,,,,,,,,,,,,
573,72210Q,Beech Hill College,www.bhc.ie ,Monaghan,Co. Monaghan,,,Monaghan,H18P997,4781200.0,info@bhc.ie,Mr Patrick McArdle,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,251,269,520,,,,,,,,,,,,,,,,,,,,
574,76091I,Coláiste Oiriall,http://www.oiriall.ie/,Tir Chianáin,Muineachán,Co Mhuineacháin,,Monaghan,H18W897,4772344.0,eolas@oiriall.ie,Brendan O Dufaigh,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,190,118,308,,,,,,,,,,,,,,,,,,,,
575,65582Q,St Mary's Secondary School,www.stmarysedenderry.ie ,Edenderry,Co Offaly,,,Offaly,R45TY36,469731457.0,emullaniff@stmarysedenderry.ie,MR. ROBERT HALFORD,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,419,420,839,,,,,,,,,,,,,,,,,,,,
576,65610S,Colaiste Choilm, www.colaistechoilmtullamore.ie ,O'Moore Street,Tulach Mhor,Co. Offaly,,Offaly,R35WF97,579351756.0,info@colaistechoilmtullamore.ie,MR. TADHG B O SULLIVAN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,611,611,CmRaAAAA0CwViKohcW5p7z8ppxqEFyhV9MsxX6L3rJKaHkYG3aIhgLRR1xSQrIH4BV4PeGI54TR3LjePkv1EpwL5MuwToy8p-Y63d677JIqjyxEJRILhtRVJxseDMtYCTKGd3-F0EhDc4EqJt2SD9WM1jF5RmhaPGhTLCcAPVgxOM_sIE_1-nJrYU5U8KQ,CmRaAAAAL3SkSus9ehZSzW1dVLgHUyX0v9TB5kZjs9nUZEE7VLYu_Uvun1eUfxsFpdMlRxRPIoTvpCQ70sgNHKU4nJwZnKe0xFo5sdh2UI2P415CtiBJk1Aiorry91bVAVv38WO5EhDvdhxtSIHfbpCstspJ26HrGhRGpxGsCxpPwvZ0331FazELLR-R9w,CmRaAAAAv6JF-5wUf2b7jjRkS1jJFx2EgBto2fnjX1LL5PPFaGpj1Z6n6NQgsk3mWZ64HJzKJcTMSIWDZbTVrzpOOVcbJDdYpoPVL4wGeCO75yVIec_YtwOk2B_1odYfthroGXDmEhCzQ8oTkydDaEfqAz10kfWWGhScYrqVTpF5ZJYsl6OgLGZ3Plkzow,CmRaAAAAgBWS-ZD-4B3uLuHzksyPKaYXdlS6XJ-LGhwPcQVBRzRnkaiSIvWmMiFv49Mimw-uhgqMAO9GBb0Jo15Yl0hwSls8E3KRyFqcO3mzFWSVGxtEcS2pf4TgbYx-uPwi-z5wEhAdOi79XKD0MbubbJbJZntuGhTERrAmjAti2z2IoBqFBMiludO42Q,CmRaAAAAqRaU4u0YXVP29x9nQ2HRZleZcGVNfjkeVNcKOOy5-tKn16XlqXmYEr-h4NgGCTUu5c2RL5DwMmdjKMYMQW9VkaAcgL9NzQdsdw1LEyE1kedi68bwaBShfdJ9Fc8mE2v-EhDpf_4dgiYmTDAQzoQQ8k-2GhSCmKC0MEMvNyFRvL3uyj0HGPvHMw,CmRaAAAAMkbPx2y7aSTUbtt6erQLNWgnxohnXpkflNs3HgcJFocuRjEmumlCgQPNetI-l0NXfaCuTI8ZB0g9iEIh_2znsHhn-4AD1ipdA9LukUScRa8hu-nZ2k7hRQ-wGJvwPHLyEhC1HBa2WKOQRL3ibb5dbuYlGhSJxKIYtHcfRv5fQdM7L_l-Oab3FA,CmRaAAAAESMg6MCo3yD4hc-ycMfZrkgBa7pnKOUlVEoqn54htODocEuYlFq7DWX_Iji8mnxB0dbGebm1PGQMfhOoXA3UrA_OI4RQD399xCW53BjFslVjp9dWHFoF69sck_8d11feEhCfXrdx7wxAj-ZK606spWssGhQVAAFx6HVWd79jqE5_OKIjrZ9DVA,CmRaAAAAL-vPv5_NqX_z9kPdxkLLikjL1WA6XIK4sgpFvQ2ZmhdtpuwXk3TyFRgnIOgEfagKGQ8MuQ_btYsZq3yMzpHu-Srj5XYJuO7kkxGGvudOkQIkoI3sZ9xlVdiW1grYhEJVEhCvSWJxifPtd5vQriqIf3k6GhTix9PS0k8fcSF7Ppo8EtAlN0mz8Q,CmRaAAAAaXY-5a3HK1QiRQz8VkZNdoa8nOjjkR-nZ3koF4iykxQcSKsurmZwtDkbXf4WpTDCGwTo_U6_OKOuUe-5KzItiUtjXhle4hwNpbJNS9guV8IPzFeI34bxpdPwmpPOHzN5EhB0QavrvbCDh8x8IFOCYM8pGhSf6t3gyCPb8EbXt2Nw1KpebgribQ,CmRaAAAAd6786CRFecoUMFFbMgY3iK6w_SHqxTpLkKM0Gw2UQooVNVZbfzb2AQ7B8kTDvjr98iqG6Eh7NPjdsb8kD6TPHBSHrjl7R58U15VNhFgbYkDxvC5PRGnhD9GIcXZSSYaOEhCBstYkjX8SlL0k1q2hV1bdGhRa8kslbeqH6txhS7ijQaelfPTecA,CmRaAAAAfkv_vd-hj5F6hErj8mmNJBZhG7Ef3rAxCjr5ErmCgO3uTKHGjzzWjPVZlJI_u_mmE3QCGRMpmzGRJiy-YBoWpac2shQSfZlhj3TaOkTPOd1dq4Pyf4m9kptCNu9t4AuREhCnA6_W6qvLkQ66RVlCdRipGhTqsAtBF_FAo3PktqC6hqXU5IJj6A,CmRaAAAAIOOBIzxGllBWoTZzqi0rBsbVl9iyEWz2KxHZp7A1Hd8KAA_edLsFgST0DhhImpcRKXtaskE-PjBYkOURy5WkHfJzD3qptbSncdzKqv99NNOvDcCUsy4J8OQasV4U8mCvEhBpL45LBhSfpMxRds54YmkrGhSP3jznNOb5MwEgwhaMAPUETrtVUw,CmRaAAAAoQuq-AP58blkaWsW-v6Tk_6prdDzxPpJamUgi5i9HD3Q7JVq1dL8ivncD5VlQZaudLqGYEiRhSXoWBEwj0Iomlmwxs5ippLJjVBtFFjbmkzSPZp6RjuzVILS9bEn0odgEhDC6yivzfx52Q4Dpa2jyttYGhRoPtVkm_-xLMr5Mlnte5SIb3hwcw,CmRaAAAAaiOmoabaHO-OApPvX4LFOJ2BK2vgj5DN7HdlT6JtaCf4PhftOiRv4rL-O0B0mxmf4b69Tx3uZPbCBrkFSHoYCovbVARZMo3JPHnyRqYPcn04XKjpnyYX9K37RgJeiChYEhAPhQdVhQ5ahVMAPKf4tpswGhSzQH2FgBoIFYCeW32irkle_2klxw,CmRaAAAA36sJE8NQBVjpeBY57WOvAUXTZjnqybutUwwJ80pJ3JE9OYTOstHKk-1jQeTNuYzVyttWlSepFRczwxSKBAVnQr7T3PlTteK1Jgb-nUVruxaetQHsuL9KjgJQTFcXKY3sEhBILVi_xwlepiG15PiSGVEsGhThPWp0NIEjZ0lxNbdDuo2rZcW6RA,CmRaAAAAsyanJx-DKhC-HOUcj7uUVsMy2SZkM5X0o9KiMNWZeiAwTuFfND5DjyZ5NzkwerlDhgmlFkalm_qsdZAaug5SNOxgE2bF6ACGbVtLObDHBhJp9ksrnwTspTjpqfGmRF40EhB2IQ1KCPgPNr3zUOJqYvG9GhRdx11kZx4EuPBmcxXrU1iCIQK6DQ,CmRaAAAA957Zk3xtlZgm0leTFRt8RRWwLrw_t8OqdsACcWepsdavJFUoJ5Y6vWT-EpmmejfCXGTJVHiqfeourW93TgC-VduMrCiVl5ID_HUQF-9Kw5qem7Js1m1jAYlc2qP7sYnvEhCv4a7iIhl_B0g1XhlLs_BrGhRnelV_JTsk3ZTQaJ4FhBcxLIqoaw,CmRaAAAAJ2K-icHTxBwENDUDKnJNd0ILWoVWPkMV1xrEIsN1VgWnkMVyYdgiOHEDKBlTHxrxE1Mxf6IpI86PijVLT31SHxi12ooOFVq7XMXPyRQfvu64Wn5JEDP53fvZLgJ6hY7rEhACW93TEQlCrDQuhI6NB9IVGhQ0W1kYJtwOFUWlmENsTTxO2RH6ug,,
577,65620V,Sacred Heart Secondary School,www.shstullamore.ie ,Daingean Road,Tullamore,Co. Offaly,,Offaly,R35K061,579321747.0,shs@eircom.net,MS. PAULINE MCKENNA,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,611,,611,,,,,,,,,,,,,,,,,,,,
